name,id,office,state,district,party,incumbent,receipts,disbursement,cash.on.hand,debt.owed,end.date,start.date
"BOURDEAUX, CAROLYN",H8GA07201,H,GA,7,DEM,CHALLENGER,2415053.07,1730177.19,684825.88,0,10/17/18,7/5/17
"GARCIA, ROEL",H8TX29078,H,TX,29,DEM,OPEN,57721.75,45056.39,-390,0,6/30/18,10/1/17
"PORTER, STEVAN MICHAEL MR.",H8VA11088,H,VA,11,LIB,CHALLENGER,10470.1,8221.46,2248.64,1665,10/17/18,11/30/16
"SWANN, WILLIE F MR.",H8GA08076,H,GA,8,DEM,CHALLENGER,13675.18,11635.8,2039.38,0,10/17/18,7/1/17
"JOHNSON-GREEN, TABITHA",H8GA10197,H,GA,10,DEM,CHALLENGER,22843.07,18357.48,4485.59,0,10/17/18,1/1/18
"BROADY, FLYNN D. JR.",H8GA11062,H,GA,11,DEM,CHALLENGER,46305.85,42516.03,3789.82,0,10/17/18,1/1/18
"COLEMAN, LINDA",H8NC02110,H,NC,2,DEM,CHALLENGER,1122577.84,750535.18,372042.66,1500,10/17/18,10/1/17
"MATEMU, JAPHETH",H8NC02136,H,NC,2,LIB,CHALLENGER,23103.28,22498.88,604.4,18211,10/17/18,1/1/18
"HOWE, BARBARA",H8NC04124,H,NC,4,LIB,CHALLENGER,3207.04,2906.54,300.5,0,10/17/18,1/1/18
"SPAIN, PAUL DOUGLAS",H4FL22110,H,FL,22,REP,CHALLENGER,4970,5050,0,147989.73,6/30/18,1/1/17
"ADAMS, DENISE DARCEL",H8NC05063,H,NC,5,DEM,CHALLENGER,347916.5,298666.29,49250.21,0,10/17/18,1/2/17
"WATTS, RYAN",H8NC06079,H,NC,6,DEM,CHALLENGER,328694.01,269129.46,59564.55,375,10/17/18,7/1/17
"HORTON, LAUREN",H8NC07101,H,NC,7,DEM,CHALLENGER,776222.15,568156.75,208065.4,0,10/17/18,4/1/17
"MCCREADY, DANIEL",H8NC09123,H,NC,9,DEM,CHALLENGER,4881775.46,4579623.17,302152.69,0,10/17/18,12/30/16
"HARRIS, MARK",H8NC09131,H,NC,9,REP,CHALLENGER,1845135.91,1678953.02,129262.7,0,10/17/18,7/1/17
"JOHNSON, EDDIE BERNICE",H2TX00015,H,TX,30,DEM,INCUMBENT,469130.77,246616.69,309337.13,0,10/17/18,1/1/17
"BHUMITRA, ARUN K",S8CA00572,S,CA,0,REP,CHALLENGER,70667,70667,NA,0,9/30/18,3/22/18
"SPIERS, JON P DR",H8TX02208,H,TX,2,REP,OPEN,49637.77,47017.07,2620.7,60992.55,9/30/18,10/1/17
"NGUYEN, DANNY QUOC MR. CCIM",H8TX22255,H,TX,22,REP,CHALLENGER,163117.45,163051.75,65.7,68237.81,9/30/18,10/1/17
"AMJAD, AYNE",H8WV03071,H,WV,3,REP,OPEN,18650,19135.34,2750,0,6/30/18,7/1/17
"BOWERMAN, EARL",H8WA03222,H,WA,3,REP,CHALLENGER,11491.27,11491.27,0,0,8/16/18,1/19/18
"ZMRHAL, ERIC",H8TX22230,H,TX,22,REP,CHALLENGER,19413.15,21803.36,6165.89,0,5/4/18,7/1/17
"ZUPAN, LAWRENCE",S8VT00141,S,VT,0,REP,CHALLENGER,130675.51,65820.77,64904.74,258.08,10/17/18,6/22/18
"WEBER, RANDY",H2TX14149,H,TX,14,REP,INCUMBENT,716907.45,614632.13,470403.92,124e3,10/17/18,1/1/17
"VELA, FILEMON",H2TX27190,H,TX,34,DEM,INCUMBENT,1043987.23,656218.99,617711.8,0,10/17/18,1/1/17
"NOREN, SCOTT ANDREW",S0NY00402,S,NY,0,DEM,CHALLENGER,37239.02,27093.14,23251.44,15e3,9/30/18,10/16/17
"GOLDEN, IAN",H8NY23167,H,NY,23,DEM,CHALLENGER,117108.16,91792.57,25315.59,0,6/30/18,7/1/17
"LEE, SHEILA JACKSON",H4TX18054,H,TX,18,DEM,INCUMBENT,690122.79,561865.23,248094.57,0,10/17/18,1/1/17
"HAVENS, JONATHAN MR.",H8TX02182,H,TX,2,REP,OPEN,162155,162155,0,80875.24,9/30/18,12/5/17
"GIPSON, FRED ALLEN",H8OK04078,H,OK,4,DEM,CHALLENGER,46462.36,46714,-151.64,0,8/8/18,4/4/18
"NEAHRING, JENNIFER",H8OR02179,H,OR,2,DEM,CHALLENGER,175768.13,175768.13,0,0,9/26/18,10/1/17
"CHEN, JAY",H2CA39136,H,CA,39,DEM,OPEN,385047.55,309959.75,75087.8,0,9/30/18,1/1/18
"GRASSIE, WILLIAM EUGENE",H8WA08221,H,WA,8,NPA,OPEN,7260,7357.51,-97.51,1199.42,10/1/18,1/1/18
"CULLUM, JOHN J",H2CA46123,H,CA,39,REP,OPEN,109973.72,109963.67,10.05,101e3,9/30/18,1/1/17
"CASTRO, JOAQUIN",H2TX35011,H,TX,20,DEM,INCUMBENT,910815.19,821092.77,216954.62,0,10/17/18,1/1/17
"ROSS, HEATHER MAURA",H8AZ06095,H,AZ,6,DEM,CHALLENGER,469154.21,469154.21,0,0,10/25/18,7/1/17
"MALIK, ANITA",H8AZ06103,H,AZ,6,DEM,CHALLENGER,364942.18,238415.52,126701.66,0,10/17/18,7/1/17
"TIPIRNENI, HIRAL",H8AZ08083,H,AZ,8,DEM,OPEN,4113664.36,3910144.13,203520.23,7e4,10/17/18,7/1/17
"LESKO, DEBBIE",H8AZ08158,H,AZ,8,REP,INCUMBENT,1906381.58,1541969.57,364412.01,25e3,10/17/18,10/1/17
"CASE, ED",H8HI01234,H,HI,1,DEM,OPEN,504510.39,424123.1,80387.29,151286.04,10/17/18,4/1/18
"FINKENAUER, ABBY",H8IA01094,H,IA,1,DEM,CHALLENGER,3891565.57,3330278.9,561286.67,0,10/17/18,4/1/17
"AXNE, CINDY",H8IA03124,H,IA,3,DEM,CHALLENGER,4347206.74,3442912.13,904294.61,12e3,10/17/18,4/1/17
"MANNING, KATHY",H8NC13067,H,NC,13,DEM,CHALLENGER,3590096.2,2881292.58,708803.62,25e4,10/17/18,11/22/17
"EDWARDS, EDDIE",H8NH01152,H,NH,1,REP,OPEN,1000568,801406.15,199161.85,40825.06,10/17/18,4/1/17
"KILMER, DEREK",H2WA06129,H,WA,6,DEM,INCUMBENT,2274180.9,1258003,3020411.13,0,10/17/18,1/1/17
"MCNERNEY, GERALD MARK",H4CA11081,H,CA,9,DEM,INCUMBENT,1157017.9,732443.53,635050.83,2954.15,10/17/18,1/1/17
"MONTIEL, CARMEN",H8TX29102,H,TX,29,REP,OPEN,34836.95,34693.6,143.35,0,9/30/18,12/20/17
"KIM, BRYAN",H8CA53068,H,CA,53,NOP,CHALLENGER,36343,35338,999,400,5/16/18,2/1/17
"WEAVER, LAURA ANN",H8OH01084,H,OH,1,DEM,CHALLENGER,18395.95,16464.16,1931.79,18262.26,9/30/18,12/7/16
"JACKSON, BRIAN KELLY",H8OK02130,H,OK,2,REP,CHALLENGER,42515.26,43015.26,0,0,9/30/18,4/1/17
"JETMIR, ERIK",S8MD00286,S,MD,0,DEM,CHALLENGER,5498,5498,0,2750,6/30/18,1/1/18
"ROBERTS, KEVIN",H8TX02117,H,TX,2,REP,OPEN,1086643.11,1086643.11,0,0,7/19/18,11/8/17
"LINN, MAX",S8ME00163,S,ME,0,REP,CHALLENGER,249886,249886,0,0,6/30/18,1/1/18
"MACEK, DENNIS FRANK",S8NE00208,S,NE,0,REP,CHALLENGER,28600,28634,0,0,6/30/18,1/1/18
"JOSHI, YATISH J MR.",H8IN02185,H,IN,2,DEM,CHALLENGER,587183.73,586923.4,0,0,6/30/18,10/1/17
"FENTY, SHION",H8VA04034,H,VA,4,REP,CHALLENGER,15809.81,15809.81,0,0,7/26/18,1/1/18
"CONAWAY, MICHAEL HONORABLE",H4TX19136,H,TX,11,REP,INCUMBENT,2116212.24,2087568.73,1394886.61,0,10/17/18,1/1/17
"BEYER, DONALD STERNOFF HONORABLE JR.",H4VA08224,H,VA,8,DEM,INCUMBENT,1918274.76,1663990.2,982102.76,0,10/17/18,1/1/17
"MCCLURE, JESSICA",H8NE01081,H,NE,1,DEM,CHALLENGER,63706.97,65333.38,2590.61,0,10/17/18,4/1/17
"LIVENGOOD, MARLA",H8CA09144,H,CA,9,REP,CHALLENGER,69888.5,52422.05,17466.45,0,10/17/18,1/1/17
"BRISCOE, JOHN",H8CA47078,H,CA,47,REP,CHALLENGER,53543.56,45709.82,7833.74,48708,10/17/18,1/1/18
"BENNO, AMEER",H8NY04084,H,NY,4,REP,CHALLENGER,37819,43310.96,-5491.96,2e4,10/17/18,4/1/18
"MELSON, BOYD",H8NY11063,H,NY,11,DEM,CHALLENGER,102075.4,92996.26,9079.14,0,10/17/18,4/1/17
"SEAMAN, VICTORIA",H8NV03184,H,NV,3,REP,OPEN,222464.86,210307.03,12157.83,0,10/17/18,7/1/17
"THORBURN, ANDY",H8CA39182,H,CA,39,DEM,OPEN,3134476.11,3134476.11,0,0,10/21/18,7/31/17
"WOMACK, STEVE",H0AR03055,H,AR,3,REP,INCUMBENT,1096644.55,1063566.53,1198894.18,0,10/17/18,1/1/17
"CHU, JUDY",H0CA32101,H,CA,27,DEM,INCUMBENT,1317610.42,818392.24,2559221.12,0,10/17/18,1/1/17
"GALBRAITH, JOHN MICHAEL",H8OH05150,H,OH,5,DEM,CHALLENGER,198582.71,158696.52,40023.37,0,10/17/18,3/22/17
"COTTRELL, DANA",H8FL11130,H,FL,11,DEM,CHALLENGER,81315.36,69101.29,12214.07,11867.04,10/17/18,2/2/18
"STELLA, DOMINICK J. M.D.",H6IL11133,H,IL,11,REP,CHALLENGER,271640.01,148349.77,124366.58,377957,10/17/18,1/1/17
"GILL, DAVID MICHAEL DR.",H6IL13113,H,IL,13,DEM,CHALLENGER,92460.82,92687.93,18.89,0,10/23/18,1/1/17
"RADER, LARRY",H6LA03155,H,LA,3,DEM,CHALLENGER,23616,23329,1889.51,58776.04,10/17/18,1/1/17
"LASHAR, JAMES DAVID",H8MD03173,H,MD,3,LIB,CHALLENGER,26454.52,21521.84,4932.68,5500,10/17/18,2/22/18
"PENA, ANGEL DAMIAN",H8NM02214,H,NM,2,DEM,OPEN,14901.78,14901.78,0,0,6/30/18,12/22/17
"KENSINGER, KEVIN THOMAS",H8CA48118,H,CA,48,IND,CHALLENGER,13903.16,13903.16,0,2501.2,6/6/18,6/1/17
"DAVIDSON, MARGO",H8PA05287,H,PA,5,DEM,CHALLENGER,62327.3,62327.3,0,0,6/18/18,1/1/18
"BATIE, RONTEL",H8FL05132,H,FL,5,DEM,CHALLENGER,18835,18518,315,0,6/12/18,9/19/17
"PHIFER, LEAH",H8MN08050,H,MN,8,DFL,OPEN,104646.14,123960.11,0,0,6/30/18,6/1/17
"HALVERSTADT, JONATHAN PHILIP MR.",H8OH12198,H,OH,12,REP,CHALLENGER,89466.44,89466.44,0,5e4,10/30/18,1/1/17
"PATTON, JACKIE",H8OH12214,H,OH,12,DEM,CHALLENGER,31313.54,31205.61,107.93,7998.23,9/30/18,11/8/16
"LYRAS, LOUIS GEORGE",H8OH13154,H,OH,13,NON,CHALLENGER,30015.4,17913.8,12101.6,0,9/30/18,1/26/18
"JOHNSON, MARGARITA RUIZ",H8TX22271,H,TX,22,DEM,CHALLENGER,18523,15953,2570,15953,3/6/18,12/1/17
"PIERCE, DOUGLAS HOWARD",S6CA00790,S,CA,0,DEM,CHALLENGER,54104,128696,0,0,6/30/18,9/22/17
"SCHMID, CLAUDE MR.",H8SC04417,H,SC,4,REP,OPEN,43084.98,45452.72,-4159.82,0,8/17/18,3/1/18
"WELLE, JOSH",H8NJ04188,H,NJ,4,DEM,CHALLENGER,1591849.37,1436243.17,155606.2,0,10/17/18,9/25/17
"REYNOLDS, BRIAN J.",H8NJ04204,H,NJ,4,UN,CHALLENGER,4027.44,2713.33,2093.3,2968.62,10/17/18,4/1/18
"WEBBER, JAY",H8NJ11217,H,NJ,11,REP,OPEN,1388799.25,1274922.4,113876.85,2001.58,10/17/18,1/1/18
"LIEU, TED",H4CA33119,H,CA,33,DEM,INCUMBENT,1693802.32,925307.63,1822549.47,2852.63,10/17/18,1/1/17
"TORRES, NORMA",H4CA35031,H,CA,35,DEM,INCUMBENT,604142.72,562285.46,261481.25,5165.19,10/17/18,1/1/17
"CALLAHAN, MARK ALLEN",H8OR05198,H,OR,5,REP,CHALLENGER,31748.09,21604.24,10143.85,22900,10/17/18,7/1/17
"FREILICH, DANIEL ADAM",H8VT01040,H,VT,0,DEM,CHALLENGER,62318.38,60576.29,-17459.11,0,10/20/18,7/1/17
"HALVORSON, ARTHUR L",H4PA09056,H,PA,13,REP,CHALLENGER,125332,118752.75,23139.74,427e3,6/30/18,1/1/17
"PIERSON, JOE NICOLAS",H8AZ03159,H,AZ,3,REP,CHALLENGER,59443,44398.12,9303.62,0,10/17/18,1/1/18
"CLEVELAND, HOSEA N",H4SC03111,H,SC,3,DEM,CHALLENGER,17654.6,14953.54,67,0,6/30/18,1/1/17
"RING, LISA M.",H8GA01063,H,GA,1,DEM,CHALLENGER,203798.81,176909.99,26809.96,0,10/17/18,4/1/17
"SANDMAN, RAY HENRY JOHN (SKIP)",H4MN08091,H,MN,8,IND,OPEN,18383,16609,3177,NA,10/17/18,12/1/17
"MCNEILL, FRANK",H8NC08083,H,NC,8,DEM,CHALLENGER,653573.93,553592.96,99980.97,5e4,10/17/18,12/20/17
"WESTIN, JASON",H8TX07132,H,TX,7,DEM,CHALLENGER,620911.73,620911.73,0,0,10/21/18,4/1/17
"SENSENBRENNER, F. JAMES JR.",H8WI09050,H,WI,5,REP,INCUMBENT,341648.24,442314.21,381737.57,0,10/17/18,1/1/17
"LOFGREN, ZOE",H4CA16049,H,CA,19,DEM,INCUMBENT,1603308.2,1727331.69,1151088.6,0,10/17/18,1/1/17
"SERRANO, GERARDO",H8KY05075,H,KY,5,REP,CHALLENGER,29980,9286,5496,23187,6/30/18,1/1/18
"LIPTON, ELLEN",H8MI09134,H,MI,9,DEM,OPEN,1403536.62,1403536.62,0,0,10/17/18,12/15/17
"FAREED, JUSTIN",H4CA24142,H,CA,24,REP,CHALLENGER,1309076.72,1274040.24,92230.71,40055,10/17/18,1/1/17
"MCCARTHY, JOHN",H6OK02258,H,OK,2,REP,CHALLENGER,115823.14,115823.14,0,0,10/17/18,7/1/17
"MCDOWELL, JAN",H6TX24149,H,TX,24,DEM,CHALLENGER,101748.61,80437.19,21429.86,0,10/17/18,1/1/17
"TODD, IAN ANDREW",H8MN06096,H,MN,6,DFL,CHALLENGER,74451.69,68299.98,6151.71,0,10/17/18,4/1/17
"PIPER, JOHN PATRICK",S8IN00197,S,IN,0,IND,CHALLENGER,17500,22915,1017,0,9/30/18,7/1/17
"KNIGHT, STEVE",H4CA25123,H,CA,25,REP,INCUMBENT,2352683.2,2052054.56,337821.08,0,10/17/18,1/1/17
"CARROLL, JERRY LEON",S2CA00591,S,CA,0,OTH,CHALLENGER,160,160,10,1945,9/30/18,12/31/16
"MULLOY, TJ",H8OH16181,H,OH,16,DEM,OPEN,33171.3,33171.3,0,8048.84,6/30/18,12/1/17
"DENNEY, AUDREY",H8CA01257,H,CA,1,DEM,CHALLENGER,1033160.65,703865.73,329294.92,13685.75,10/17/18,1/1/18
"DIGANVKER, JITENDRA JD",H8IL08101,H,IL,8,REP,CHALLENGER,50923.77,44993.97,7443,0,10/17/18,1/1/17
"ALLISON, ROGER",H8NC01104,H,NC,1,REP,CHALLENGER,28814.46,28317.18,497.28,15741.37,10/17/18,1/1/18
"PELOSI, NANCY",H8CA05035,H,CA,12,DEM,INCUMBENT,4096319.09,4581444.55,1335692.39,0,10/17/18,1/1/17
"BARTEE, TOBEY BERNARD",S8MS00295,S,MS,0,DEM,OPEN,4058,17091,-9511,0,10/17/18,4/1/18
"GRIFFITH, GEORGE",H8OR01221,H,OR,1,REP,CHALLENGER,917,754.91,162.09,2600,9/30/18,4/1/18
"KLOBUCHAR, AMY",S6MN00267,S,MN,0,DEM,INCUMBENT,7412107.14,5069651.4,5086325.48,0,10/17/18,1/1/17
"MCCASKILL, CLAIRE",S6MO00305,S,MO,0,DEM,INCUMBENT,33385760.03,32377898.9,1789381.71,0,10/17/18,1/1/17
"VIPOND, JENNIFER HOPPE DR",H8WI05181,H,WI,5,REP,CHALLENGER,45123,28297.51,-7617.35,0,9/30/18,1/1/18
"GUYETTE, MATTHEW JOHN",H4OH08088,H,OH,8,DEM,CHALLENGER,3075,3075,0,0,6/30/18,1/1/18
"DESJADON, MICHAEL",H8VA06153,H,VA,6,REP,OPEN,57074.9,57074.9,0,0,9/11/18,1/1/18
"WALTERS, MIMI",H4CA45097,H,CA,45,REP,INCUMBENT,4454173.06,4186714.58,660528.46,76715.03,10/17/18,1/1/17
"VISCLOSKY, PETER J.",H4IN01012,H,IN,1,DEM,INCUMBENT,1053668.64,820486.09,554347.33,0,10/17/18,1/1/17
"HARDER, JOSH",H8CA10126,H,CA,10,DEM,CHALLENGER,7051816.7,6209200.98,842615.72,0,10/17/18,4/30/17
"COX, TERRANCE JOHN (TJ)",H8CA10167,H,CA,21,DEM,CHALLENGER,2499791.6,2268249.03,231542.57,257500,10/17/18,7/1/17
"ESHOO, ANNA G",H8CA12098,H,CA,18,DEM,INCUMBENT,1342826.36,1164436.74,580857.79,6439.83,10/17/18,1/1/17
"SPEIER, JACKIE",H8CA12171,H,CA,14,DEM,INCUMBENT,903522.09,598201.76,1848214,50466.4,10/17/18,1/1/17
"WELLS, LAURA",H8CA13096,H,CA,13,GRE,CHALLENGER,8157.44,7222.44,935,0,10/17/18,7/1/18
"PETERS, RUDY PETERS",H8CA15117,H,CA,15,REP,CHALLENGER,52647.88,35322.81,17325.07,26386.26,10/17/18,1/1/18
"AUXIER, RANDY",H8IL12152,H,IL,12,GRE,CHALLENGER,13873.58,12773.7,955.24,0,10/17/18,1/1/18
"LORCH, MARK WAYNE",H8IL04175,H,IL,4,REP,OPEN,8109.36,7275.68,833.68,4409.36,10/17/18,1/1/18
"GRAVES, GARRET",H4LA06153,H,LA,6,REP,INCUMBENT,2254597.42,1039099.76,2058214.77,0,10/17/18,1/1/17
"BISHOP, MIKE",H4MI08135,H,MI,8,REP,INCUMBENT,3170727.17,2488431.67,782883.42,28e3,10/17/18,1/1/17
"CLEAVER, EMANUEL II",H4MO05234,H,MO,5,DEM,INCUMBENT,1042423.92,822357.92,666821.83,0,10/17/18,1/1/17
"FOXX, VIRGINIA ANN",H4NC05146,H,NC,5,REP,INCUMBENT,2106249.13,1697282.2,2836255.34,0,10/17/18,1/1/17
"AGUILERA, JUSTIN",H8CA19051,H,CA,19,REP,CHALLENGER,22700,11200.36,11499.64,0,10/17/18,1/1/18
"HILL, KATHERINE LAUREN",H8CA25074,H,CA,25,DEM,CHALLENGER,7310758.77,5933218.12,1377540.65,0,10/17/18,1/1/17
"LONDRIGAN, BETSY DIRKSEN",H8IL13150,H,IL,13,DEM,CHALLENGER,3643244.71,2917369.24,725875.47,0,10/17/18,6/1/17
"UNDERWOOD, LAUREN A",H8IL14174,H,IL,14,DEM,CHALLENGER,4018305.12,2847116.4,1171188.72,0,10/17/18,5/6/17
"VISCONTI, JOE",S8CT00154,S,CT,0,REP,CHALLENGER,7645,732,NA,NA,9/30/18,1/1/18
"GRANT, ANDREW",H8CA07056,H,CA,7,REP,CHALLENGER,524858.88,450493.22,74365.66,14400.94,10/17/18,7/1/17
"SCHOLTEN, JAMES D.",H8IA04106,H,IA,4,DEM,CHALLENGER,1735671.47,1419012.55,316358.92,0,10/17/18,7/1/17
"FURAY, GUY V MR.",H8SC04391,H,SC,4,AMP,OPEN,47795,52068.54,-4273.54,0,10/17/18,4/1/18
"KING, ANGUS STANLEY JR",S2ME00109,S,ME,0,IND,INCUMBENT,4726140.27,3888254.36,970519.99,8e4,10/17/18,1/1/17
"AALDERS, TIMOTHY NOEL",S2UT00229,S,UT,0,CON,OPEN,104495.18,103489.13,1005.9,56300,10/17/18,4/1/18
"CARDIN, BENJAMIN L",S6MD03177,S,MD,0,DEM,INCUMBENT,3912650.92,3030225.53,1586764.98,0,10/17/18,1/1/17
"RUDBECK, THOMAS MR.",H8IL01114,H,IL,1,IND,CHALLENGER,267175,228969.02,20265.47,0,10/17/18,4/1/18
"DILKS, PAUL E",H8NJ01259,H,NJ,1,REP,CHALLENGER,7675,6505.09,1169.91,1e3,10/17/18,4/1/18
"BENFER, WILLIAM R MR.",H8NJ02281,H,NJ,2,UN,OPEN,40,530.53,-490.53,0,10/17/18,4/1/18
"SMITH, CHRISTOPHER H",H8NJ04014,H,NJ,4,REP,INCUMBENT,1178127.24,1002108.92,448407.26,0,10/17/18,1/1/17
"ROGERS, LAKESHA DONYEIL",H8TX09138,H,TX,9,IND,CHALLENGER,50477.13,31714.47,18762.66,0,10/17/18,1/1/18
"GUMINA, TONY DR",H8NV03267,H,NV,3,NNE,OPEN,1200,229.79,970.21,0,6/30/18,1/1/18
"WEGNER, KENNETH A",H8NV04075,H,NV,4,REP,OPEN,6777.83,6752.92,24.91,0,6/30/18,4/1/18
"STEPHENS, ALLISON A",H8NV04117,H,NV,4,DEM,OPEN,50031.42,30400.15,19631.27,102024.32,6/30/18,1/1/18
"MCINTOSH, ELIJAH",H8OK02163,H,OK,2,DEM,CHALLENGER,31910.72,31220.58,690.14,13620.85,10/17/18,1/1/18
"OTTAWAY, BRENT M",H8PA13133,H,PA,13,DEM,CHALLENGER,30733.55,25973.69,1105.1,0,10/17/18,3/1/18
"MESSMER, JOHN P.",H8MO02232,H,MO,2,DEM,CHALLENGER,15737,9469.81,6267.19,5479,9/30/18,8/1/17
"WILLIAMS, JOSHUA DR",H8TN02101,H,TN,2,DEM,OPEN,126520.49,127849.65,-1329.16,0,9/30/18,4/1/17
"NICKLOES, SARAH ASHLEY",H8TN02218,H,TN,2,REP,OPEN,243854.67,243854.67,0,0,9/28/18,1/1/18
"SOSSA-PAQUETTE, JEFFREY ALLEN MR",H8MA02082,H,MA,2,REP,CHALLENGER,37605.18,37605.18,0,0,4/30/18,7/1/17
"PEIRO, MARIA M",H6FL27049,H,FL,27,REP,OPEN,15501.32,14938.4,562.92,24293.85,6/30/18,1/1/17
"WHITE, TIMOTHY",H8OR02146,H,OR,2,DEM,CHALLENGER,10424,19257.3,-9239.48,0,6/30/18,9/1/17
"KAHLE, RICHARD",H8CA50171,H,CA,50,NOP,CHALLENGER,19132.26,19132.26,0,0,6/12/18,1/1/18
"SISTEK, LEONARD ALBERT MR. JR.",H8CO04125,H,CO,4,DEM,CHALLENGER,12370.08,8295.38,4074.7,50,5/11/18,1/1/18
"DADY, SARA",H8IL16120,H,IL,16,DEM,CHALLENGER,337546.68,335135.95,2410.73,0,10/17/18,7/1/17
"TITUS, DINA",H8NV03036,H,NV,1,DEM,INCUMBENT,651692.6,654273.93,246168.05,0,10/17/18,1/1/17
"TARKANIAN, DANNY",H8NV03275,H,NV,3,REP,OPEN,2198033.91,2179408.89,18147.93,49620.22,10/17/18,7/1/17
"HARDY, CRESENT",H8NV04059,H,NV,4,REP,OPEN,779458.15,720409.29,59048.86,35202.58,10/17/18,1/1/18
"LUCAS, FRANK D.",H4OK06056,H,OK,3,REP,INCUMBENT,1032288.77,851186.83,581388.99,0,10/17/18,1/1/17
"BOYLE, BRENDAN F",H4PA13199,H,PA,2,DEM,INCUMBENT,1077378.85,939047.93,599798.05,0,10/17/18,1/1/17
"NAPOLITANO, GRACE",H8CA34068,H,CA,32,DEM,INCUMBENT,366452.76,174202.01,336942.9,0,10/17/18,1/1/17
"GOMEZ, JIMMY",H8CA34266,H,CA,34,DEM,INCUMBENT,1486310.56,1345397.75,432605.22,84548.78,10/17/18,1/1/17
"BECK, TOBI",H8IN04124,H,IN,4,DEM,OPEN,117458.37,94823.44,21917.89,5e3,10/17/18,4/1/17
"THORNTON, DIERDRE",H8IN05188,H,IN,5,DEM,CHALLENGER,189043.86,117275.29,71768.57,0,10/17/18,1/1/18
"ZELDIN, LEE M",H8NY01148,H,NY,1,REP,INCUMBENT,4232957.32,3180383.97,1425661.09,0,10/17/18,1/1/17
"BROWNING, KATE M.",H8NY01197,H,NY,1,DEM,CHALLENGER,580578.79,571368.61,9210.18,0,10/17/18,10/12/17
"GRECHEN SHIRLEY, LIUBOV LIUBA",H8NY02104,H,NY,2,DEM,CHALLENGER,1572552.68,1360769.6,211783.08,0,10/17/18,10/1/17
"DEBONO, DAN",H8NY03151,H,NY,3,REP,CHALLENGER,420182.72,333135.54,87047.18,1e3,10/17/18,7/1/17
"MARCHANT, KENNY E MR.",H4TX24094,H,TX,24,REP,INCUMBENT,1181342.43,810852.77,1752600.61,0,10/17/18,1/1/17
"CISNEROS, GILBERT",H8CA39174,H,CA,39,DEM,OPEN,11147211.14,10515029,632182.14,4803440.34,10/17/18,6/7/17
"KIM, YOUNG",H8CA39240,H,CA,39,REP,OPEN,2548103.33,2171920.47,376182.86,43057.37,10/17/18,1/1/18
"PEACOCK, JULIA",H8CA42228,H,CA,42,DEM,CHALLENGER,148077.32,126728.36,21696.67,0,10/17/18,1/1/17
"WATSON, LIZ",H8IN09107,H,IN,9,DEM,CHALLENGER,2158730.27,1910688.01,248042.26,0,10/17/18,7/1/17
"TYSON, CARYN",H8KS02157,H,KS,2,REP,OPEN,629680.01,324919.34,304760.67,205476,10/17/18,7/1/17
"DAVIS, PAUL T.",H8KS02173,H,KS,2,DEM,OPEN,3396998.53,3021205.61,375245.6,148447.26,10/17/18,7/1/17
"DAVIDS, SHARICE",H8KS03155,H,KS,3,DEM,CHALLENGER,3981776.39,3449326.45,532449.94,50155.57,10/17/18,1/1/18
"GAZALA, SARAH",S8NV00164,S,NV,0,REP,CHALLENGER,22200,21385,814,0.21,6/18/18,7/1/17
"BURCHETT, TIM",H8TN02119,H,TN,2,REP,OPEN,965884.57,790645.43,175239.14,0,10/17/18,7/1/17
"ROSE, JOHN W.",H8TN06094,H,TN,6,REP,OPEN,4892627.21,4832057.16,60570.05,2e6,10/17/18,8/9/17
"SELLERS, LEAH MS.",H8OH04070,H,OH,4,DEM,CHALLENGER,11905,11905,0,0,6/30/18,1/1/18
"DE LEON, KEVIN",S8CA00408,S,CA,0,DEM,CHALLENGER,1666559.44,1372197.23,294361.06,52456.9,10/17/18,10/14/17
"CARPER, THOMAS R",S8DE00079,S,DE,0,DEM,INCUMBENT,3037553.68,2529605.94,752708.57,0,10/17/18,1/1/17
"BARRASSO, JOHN A",S6WY00068,S,WY,0,REP,INCUMBENT,5491202.71,4013554.98,4227113.26,0,10/17/18,1/1/17
"CAMPBELL, JAPHETH RAY",S8MO00152,S,MO,0,LIB,CHALLENGER,1685,1540.57,143.55,0,10/17/18,7/1/17
"O''DEAR, CRAIG S",S8MO00202,S,MO,0,IND,CHALLENGER,623002.46,570879.6,52123.07,75e3,10/17/18,9/15/17
"SPENCER, LUKE",H8TX18196,H,TX,18,LIB,CHALLENGER,7506.96,7156.77,350.19,0,10/17/18,7/28/17
"PERSSON, CARL",H8NC12127,H,NC,12,REP,CHALLENGER,4270,3914.43,355.57,3700,6/19/18,1/1/18
"SMITH, TOBY",H8SC01132,H,SC,1,DEM,CHALLENGER,15550,12542.35,902.77,0,7/15/18,1/1/18
"ROSE, MAX",H8NY11113,H,NY,11,DEM,CHALLENGER,4149832.07,3091176.28,1058655.79,0,10/17/18,7/1/17
"ENGEL, ELIOT L.",H8NY19058,H,NY,16,DEM,INCUMBENT,1465208.01,1940825.57,225837.44,0,10/17/18,1/1/17
"NEAL, DIANE",H8NY19249,H,NY,19,NPA,CHALLENGER,215371.48,126220.05,61524.26,214392.8,10/17/18,1/1/18
"MOONEY, ALEXANDER XAVIER",H4WV02080,H,WV,2,REP,INCUMBENT,1734441.11,872321.42,1292843.41,0,10/17/18,1/1/17
